"Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze"
"Helsinki (1952),1952,Athletics,Athletics,June Florence Foulds-paul,GBR,Women,4x100m relay women,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Mae Heriwentha Faggs,USA,Women,4x100m relay women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Catherine Hardy,USA,Women,4x100m relay women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Barbara Pearl Jones,USA,Women,4x100m relay women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Janet Theresa Moreau,USA,Women,4x100m relay women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Helga Klein,GER,Women,4x100m relay women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Ulla Knab,GER,Women,4x100m relay women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Marga Petersen-kallensee,GER,Women,4x100m relay women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Maria Sander-domagella,GER,Women,4x100m relay women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Hans Geister,GER,Men,4x400m relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Karl-Friedrich Haas,GER,Men,4x400m relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,GÃ¼nther Steines,GER,Men,4x400m relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Heinz Ulzheimer,GER,Men,4x400m relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Leslie Laing,JAM,Men,4x400m relay men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Herbert Mckenley,JAM,Men,4x400m relay men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Vincent George Rhoden,JAM,Men,4x400m relay men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Arthur Wint,JAM,Men,4x400m relay men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Gerrard Eugene Cole,USA,Men,4x400m relay men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Oliver Adrian Matson,USA,Men,4x400m relay men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Charles Hewes Jr. Moore,USA,Men,4x400m relay men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Malvin Groston Whitfield,USA,Men,4x400m relay men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Herbert Schade,GER,Men,5000m men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Emil Zatopek,TCH,Men,5000m men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Alain Mimoun,FRA,Men,5000m men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Antal Roka,HUN,Men,50km walk men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Giuseppe Dordoni,ITA,Men,50km walk men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Josef Dolezal,TCH,Men,50km walk men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Heinz Ulzheimer,GER,Men,800m men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Malvin Groston Whitfield,USA,Men,800m men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Arthur Wint,JAM,Men,800m men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Maria Sander-domagella,GER,Women,80m hurdles women,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Shirley Strickland-de la hunty,AUS,Women,80m hurdles women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Mariya Golubnichaya,URS,Women,80m hurdles women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Floyd Macon Jr. Simmons,USA,Men,decathlon men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Robert Mathias,USA,Men,decathlon men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Milton Gray Campbell,USA,Men,decathlon men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,James Leo Dillion,USA,Men,discus throw men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Simeon Garland Iness,USA,Men,discus throw men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Adolfo Consolini,ITA,Men,discus throw men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Nina Dumbadze,URS,Women,discus throw women,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Nina Romashkova-ponomareva,URS,Women,discus throw women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Elizaveta Bagryantseva,URS,Women,discus throw women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Imre Nemeth,HUN,Men,hammer throw men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Jozsef Csermak,HUN,Men,hammer throw men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Karl Storch,GER,Men,hammer throw men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Jose Telles da conceicao,BRA,Men,high jump men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Walter Francis Davis,USA,Men,high jump men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Kenneth George Wiesner,USA,Men,high jump men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Aleksandra Chudina,URS,Women,high jump women,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Esther Cornelia Brand,RSA,Women,high jump women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Sheila Lerwill,GBR,Women,high jump women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Toivo Armas HyytiÃ¤inen,FIN,Men,javelin throw men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Cyrus C. Jr. Young,USA,Men,javelin throw men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,William Preston Miller,USA,Men,javelin throw men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Elena Gorchakova,URS,Women,javelin throw women,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Dana Ingrova-zatopkova,TCH,Women,javelin throw women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Aleksandra Chudina,URS,Women,javelin throw women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Ã–dÃ¶n FÃ¶ldessy,HUN,Men,long jump men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Jerome Cousins Biffle,USA,Men,long jump men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Meredith Charles Gourdine,USA,Men,long jump men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Shirley Cawley,GBR,Women,long jump women,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Yvette Winefred Williams,NZL,Women,long jump women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Aleksandra Chudina,URS,Women,long jump women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Gustaf Jansson,SWE,Men,marathon men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Emil Zatopek,TCH,Men,marathon men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Reinaldo Gorno,ARG,Men,marathon men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Ragnar Lundberg,SWE,Men,pole vault men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Robert Richards,USA,Men,pole vault men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Donald Robert Laz,USA,Men,pole vault men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,James Emanuel Fuchs,USA,Men,shot put men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,William Patrick Jr. O,USA,Men,shot put men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Darrow Clarence Hooper,USA,Men,shot put men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Klavdiya Tochenova,URS,Women,shot put women,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Galina Zybina,URS,Women,shot put women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Marianne Werner-schulze-entrup,GER,Women,shot put women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Arnaldo Devonish,VEN,Men,triple jump men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Adhemar Ferreira da silva,BRA,Men,triple jump men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Leonid Shcherbakov,URS,Men,triple jump men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Martin Acosta y lara,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Enrique Balino,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Victorio Cieslinskas,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Hector J. Costa,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Nelson Demarco,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Hector Garcia otero,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Tabare Larre borges,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Adesio Lombardo,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Roberto Lovera,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Sergio A. Matto,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Wilfredo Pelaez,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Carlos Rossello,URU,Men,basketball men,Bronze,0,0,1"
"Helsinki (1952),1952,Basketball,Basketball,Ronald Yngve Bontemps,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,Marcus Ross Frieberger,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,Victor Wayne Glasgow,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,Charles Monroe Hoag,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,William Marion Hougland,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,John Frederick Keller,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,Melvin Dean Kelley,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,Robert Earl Kenney,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,Robert Albert Kurland,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,William Barner Lienhard,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,Clyde Edward Lovelette,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,Frank Reilly Mccabe,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,Daniel Luther Pippin,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,Howard Earl Williams,USA,Men,basketball men,Gold,1,0,0"
"Helsinki (1952),1952,Basketball,Basketball,Stiapas Butautas,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Nodar Dzhordzhikiya,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Anatoli Konyev,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Otar Mikhailovich Korkiya,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Heino Kruus,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Ilmar Kullam,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Justinas Lagunavichus,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Iogan Fedorovich Lysov,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Aleksandr Moiseev,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Yuri Ozerov,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Kasis Petkyavichus,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Stasis Stonkus,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Maigonis Valdmanis,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Basketball,Basketball,Viktor Vlasov,URS,Men,basketball men,Silver,0,1,0"
"Helsinki (1952),1952,Boxing,Boxing,Anatoli Bulakov,URS,Men,- 51kg (flyweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,William Michael Toweel,RSA,Men,- 51kg (flyweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Nathan Eugene Brooks,USA,Men,- 51kg (flyweight) men,Gold,1,0,0"
"Helsinki (1952),1952,Boxing,Boxing,Edgar Basel,GER,Men,- 51kg (flyweight) men,Silver,0,1,0"
"Helsinki (1952),1952,Boxing,Boxing,Ilkka Rickhard Koski,FIN,Men,+ 81kg (heavyweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Andries C. Nieman,RSA,Men,+ 81kg (heavyweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Hayes Edward Sanders,USA,Men,+ 81kg (heavyweight) men,Gold,1,0,0"
"Helsinki (1952),1952,Boxing,Boxing,Ingemar (Ingo) Johansson,SWE,Men,+ 81kg (heavyweight) men,Silver,0,1,0"
"Helsinki (1952),1952,Boxing,Boxing,Gennadi Garbuzov,URS,Men,51 - 54kg (bantamweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Joon-Ho Kang,KOR,Men,51 - 54kg (bantamweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Pentti Olavi HÃ¤mÃ¤lÃ¤inen,FIN,Men,51 - 54kg (bantamweight) men,Gold,1,0,0"
"Helsinki (1952),1952,Boxing,Boxing,John Mcnally,IRL,Men,51 - 54kg (bantamweight) men,Silver,0,1,0"
"Helsinki (1952),1952,Boxing,Boxing,Leonard John Leisching,RSA,Men,54 - 57kg (featherweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Joseph Ventaja,FRA,Men,54 - 57kg (featherweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Jan Zachara,TCH,Men,54 - 57kg (featherweight) men,Gold,1,0,0"
"Helsinki (1952),1952,Boxing,Boxing,Sergio Caprari,ITA,Men,54 - 57kg (featherweight) men,Silver,0,1,0"
"Helsinki (1952),1952,Boxing,Boxing,Gheorghe Fiat,ROU,Men,57 - 60kg (lightweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Erkki Osvald Pakkanen,FIN,Men,57 - 60kg (lightweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Aureliano Bolognesi,ITA,Men,57 - 60kg (lightweight) men,Gold,1,0,0"
"Helsinki (1952),1952,Boxing,Boxing,Aleksy Antkiewicz,POL,Men,57 - 60kg (lightweight) men,Silver,0,1,0"
"Helsinki (1952),1952,Boxing,Boxing,Erkki Aarno Mallenius,FIN,Men,60 - 63.5kg (light-welterweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Bruno Visintin,ITA,Men,60 - 63.5kg (light-welterweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Charles Adkins,USA,Men,60 - 63.5kg (light-welterweight) men,Gold,1,0,0"
"Helsinki (1952),1952,Boxing,Boxing,Viktor Mednov,URS,Men,60 - 63.5kg (light-welterweight) men,Silver,0,1,0"
"Helsinki (1952),1952,Boxing,Boxing,GÃ¼nther Heidemann,GER,Men,63.5 - 67kg (welterweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Viktor JÃ¶rgensen,DEN,Men,63.5 - 67kg (welterweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Zygmunt Chychla,POL,Men,63.5 - 67kg (welterweight) men,Gold,1,0,0"
"Helsinki (1952),1952,Boxing,Boxing,Sergei Shcherbakov,URS,Men,63.5 - 67kg (welterweight) men,Silver,0,1,0"
"Helsinki (1952),1952,Boxing,Boxing,Eladio Oscar Herrera,ARG,Men,67 - 71kg (light-middleweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Boris Tishin,URS,Men,67 - 71kg (light-middleweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Laszlo Papp,HUN,Men,67 - 71kg (light-middleweight) men,Gold,1,0,0"
"Helsinki (1952),1952,Boxing,Boxing,Theunis Jacobus Van schalkwyk,RSA,Men,67 - 71kg (light-middleweight) men,Silver,0,1,0"
"Helsinki (1952),1952,Boxing,Boxing,Boris Georgiev Nikolov,BUL,Men,71-75kg men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Stig SjÃ¶lin,SWE,Men,71-75kg men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Floyd Patterson,USA,Men,71-75kg men,Gold,1,0,0"
"Helsinki (1952),1952,Boxing,Boxing,Vasile Tita,ROU,Men,71-75kg men,Silver,0,1,0"
"Helsinki (1952),1952,Boxing,Boxing,Anatoli Perov,URS,Men,75 - 81kg (light-heavyweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Harri Walfrid Siljander,FIN,Men,75 - 81kg (light-heavyweight) men,Bronze,0,0,1"
"Helsinki (1952),1952,Boxing,Boxing,Norvel Lafayette Ray Lee,USA,Men,75 - 81kg (light-heavyweight) men,Gold,1,0,0"
"Helsinki (1952),1952,Boxing,Boxing,Antonio Pacenza,ARG,Men,75 - 81kg (light-heavyweight) men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Alfred Jindra,TCH,Men,C-1 10000m men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Frank Havens,USA,Men,C-1 10000m men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Gabor Novak,HUN,Men,C-1 10000m men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Arvo Kaarlo Olavi Ojanpera,FIN,Men,C-1 1000m (canoe single) men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Josef Holecek,TCH,Men,C-1 1000m (canoe single) men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Janos Parti,HUN,Men,C-1 1000m (canoe single) men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Egon Drews,GER,Men,C-2 10000m men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Wilfried Soltau,GER,Men,C-2 10000m men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Jean Laudet,FRA,Men,C-2 10000m men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Georges Turlier,FRA,Men,C-2 10000m men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Donald Trevor Hawgood,CAN,Men,C-2 10000m men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Kenneth Ralph Lane,CAN,Men,C-2 10000m men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Egon Drews,GER,Men,C-2 1000m (canoe double) men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Wilfried Soltau,GER,Men,C-2 1000m (canoe double) men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Finn Haunstoft,DEN,Men,C-2 1000m (canoe double) men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Bent Peder Benjamin Rasch,DEN,Men,C-2 1000m (canoe double) men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Jan Brzak-felix,TCH,Men,C-2 1000m (canoe double) men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Bohumil Kudrna,TCH,Men,C-2 1000m (canoe double) men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Michael Scheuer,GER,Men,K-1 10000m men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Thorvald Lennart StrÃ¶mberg,FIN,Men,K-1 10000m men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Gert Fredriksson,SWE,Men,K-1 10000m men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Louis Gantois,FRA,Men,K-1 1000m (kayak single) men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Gert Fredriksson,SWE,Men,K-1 1000m (kayak single) men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Thorvald Lennart StrÃ¶mberg,FIN,Men,K-1 1000m (kayak single) men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Nina Savina,URS,Women,K-1 500m (kayak single) women,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Sylvi Riitta Saimo,FIN,Women,K-1 500m (kayak single) women,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Gertrude Liebhart,AUT,Women,K-1 500m (kayak single) women,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Jozsef Gurovics,HUN,Men,K-2 10000m men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Ferenc Varga,HUN,Men,K-2 10000m men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,YrjÃ¶ Jalmari Hietanen,FIN,Men,K-2 10000m men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Kurt Oskar Wires,FIN,Men,K-2 10000m men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Gunnar Akerlund,SWE,Men,K-2 10000m men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Hans WetterstrÃ¶m,SWE,Men,K-2 10000m men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Maximilian Raub,AUT,Men,K-2 1000m (kayak double) men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Herbert Wiedermann,AUT,Men,K-2 1000m (kayak double) men,Bronze,0,0,1"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,YrjÃ¶ Jalmari Hietanen,FIN,Men,K-2 1000m (kayak double) men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Kurt Oskar Wires,FIN,Men,K-2 1000m (kayak double) men,Gold,1,0,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Lars Glasser,SWE,Men,K-2 1000m (kayak double) men,Silver,0,1,0"
"Helsinki (1952),1952,Canoe / Kayak,Canoe / Kayak F,Ingemar Hedberg,SWE,Men,K-2 1000m (kayak double) men,Silver,0,1,0"
"Helsinki (1952),1952,Cycling,Cycling Road,Edwin (Edy) Ziegler,GER,Men,individual road race men,Bronze,0,0,1"
"Helsinki (1952),1952,Cycling,Cycling Road,Andre Alfons Noyelle,BEL,Men,individual road race men,Gold,1,0,0"
"Helsinki (1952),1952,Cycling,Cycling Road,Robert Grondelaers,BEL,Men,individual road race men,Silver,0,1,0"
"Helsinki (1952),1952,Cycling,Cycling Road,Jacques Anquetil,FRA,Men,team time trial men,Bronze,0,0,1"
"Helsinki (1952),1952,Cycling,Cycling Road,Claude Paul Lucien Rouer,FRA,Men,team time trial men,Bronze,0,0,1"
"Helsinki (1952),1952,Cycling,Cycling Road,Alfred Tonello,FRA,Men,team time trial men,Bronze,0,0,1"
"Helsinki (1952),1952,Cycling,Cycling Road,Robert Grondelaers,BEL,Men,team time trial men,Gold,1,0,0"
"Helsinki (1952),1952,Cycling,Cycling Road,Andre Alfons Noyelle,BEL,Men,team time trial men,Gold,1,0,0"
"Helsinki (1952),1952,Cycling,Cycling Road,Lucien Honore Victor,BEL,Men,team time trial men,Gold,1,0,0"
"Helsinki (1952),1952,Cycling,Cycling Road,Dino Bruni,ITA,Men,team time trial men,Silver,0,1,0"
"Helsinki (1952),1952,Cycling,Cycling Road,Gianni Ghidini,ITA,Men,team time trial men,Silver,0,1,0"
